questionId,subject,unit,subunit,difficulty,mode,question,answer,choices,explanation,status,answerGroup,relatedQuestionIds,tags,imagePath
bio_growth_044,biology,生物の成長と生殖,被子植物の受精,2,choice,被子植物で、受粉してから受精するまでの順序として正しいものはどれか。,花粉が柱頭につく→花粉管がのびる→精細胞が花粉管の中を移動する→精細胞と卵細胞が受精する,花粉が柱頭につく→花粉管がのびる→精細胞が花粉管の中を移動する→精細胞と卵細胞が受精する|花粉管がのびる→受粉→種子ができる→受精する|卵細胞が花粉管を通って柱頭へ移動する→受精する|受精する→花粉が柱頭につく→花粉管がのびる,受粉すると花粉管がのび、その中を精細胞が移動して胚珠に達し、卵細胞と受精します。,active,,,中3|生物の成長と生殖,
bio_growth_045,biology,生物の成長と生殖,被子植物の発生,1,choice,被子植物で、受精卵は細胞分裂をくり返して何になるか。,胚,胚|種子|花粉|胚珠,受精卵は細胞分裂をくり返して胚になります。,active,,,中3|生物の成長と生殖,
bio_growth_046,biology,生物の成長と生殖,被子植物の発生,1,choice,被子植物で、受精後に胚珠全体は何になるか。,種子,種子|胚|花粉|花粉管,受精後、胚珠全体は種子になります。,active,,,中3|生物の成長と生殖,
bio_growth_047,biology,生物の成長と生殖,被子植物の発生,1,choice,被子植物で、種子の中にあり、将来植物のからだになる部分を何というか。,胚,胚|胚珠|花粉管|柱頭,受精卵が細胞分裂をくり返して胚となり、将来植物のからだになります。,active,,,中3|生物の成長と生殖,
bio_growth_048,biology,生物の成長と生殖,被子植物の発生,1,choice,種子が芽を出すことを何というか。,発芽,発芽|受粉|受精|分裂,種子が芽を出すことを発芽といいます。,active,,,中3|生物の成長と生殖,
bio_growth_049,biology,生物の成長と生殖,被子植物の発生,2,choice,被子植物の受精後の変化として正しい組み合わせはどれか。,受精卵→胚、胚珠→種子,受精卵→胚、胚珠→種子|受精卵→種子、胚珠→胚|受精卵→花粉、胚珠→花粉管|受精卵→胚珠、胚珠→受精卵,受精卵は細胞分裂をくり返して胚となり、胚珠全体は種子になります。,active,,,中3|生物の成長と生殖,
bio_growth_050,biology,生物の成長と生殖,被子植物の発生,2,choice,被子植物で、受精してから発芽するまでの流れとして正しいものはどれか。,受精→受精卵→胚→種子→発芽,受精→受精卵→胚→種子→発芽|受精→種子→受精卵→胚→発芽|受精卵→受精→種子→胚→発芽|胚→受精卵→受精→種子→発芽,受精によって受精卵ができ、受精卵は胚となり、胚珠全体が種子となって発芽します。,active,,,中3|生物の成長と生殖,
bio_growth_051,biology,生物の成長と生殖,動物と植物の生殖,2,choice,動物の精子・卵に対応する、被子植物の生殖細胞の組み合わせはどれか。,精細胞・卵細胞,精細胞・卵細胞|花粉・胚珠|花粉管・柱頭|胚・種子,動物では精子と卵、被子植物では精細胞と卵細胞が生殖細胞です。,active,,,中3|生物の成長と生殖,
bio_growth_052,biology,生物の成長と生殖,総合,2,choice,有性生殖に共通する流れとして正しいものはどれか。,生殖細胞が受精する→受精卵ができる→受精卵が発生する,生殖細胞が受精する→受精卵ができる→受精卵が発生する|体細胞が受精する→受精卵がなくなる→発生する|受精卵が先にできる→生殖細胞ができる→受精する|受精を行わずに受精卵ができる,動物でも植物でも、有性生殖では生殖細胞が受精して受精卵ができ、その受精卵が発生します。,active,,,中3|生物の成長と生殖,
bio_growth_053,biology,遺伝の規則性,減数分裂,1,choice,生殖細胞ができるときに行われる、染色体の数が半分になる特別な細胞分裂を何というか。,減数分裂,減数分裂|体細胞分裂|受精|発生,生殖細胞ができるときには、染色体の数が半分になる減数分裂が行われます。,active,,,中3|染色体と遺伝,
bio_growth_054,biology,遺伝の規則性,減数分裂,1,choice,減数分裂によってできる生殖細胞の染色体数は、もとの細胞と比べてどうなるか。,半分になる,半分になる|2倍になる|変わらない|4倍になる,減数分裂では染色体の数が半分になります。,active,,,中3|染色体と遺伝,
bio_growth_055,biology,遺伝の規則性,有性生殖,2,choice,有性生殖で、親の染色体を半分ずつ受けつぐために、生殖細胞ができるときに行われるものはどれか。,減数分裂,減数分裂|体細胞分裂|栄養生殖|発芽,減数分裂によって染色体数が半分になった生殖細胞がつくられます。,active,,,中3|染色体と遺伝,
bio_growth_056,biology,遺伝の規則性,有性生殖,1,choice,有性生殖でできた子は、染色体をどのように受けつぐか。,両親から半分ずつ受けつぐ,両親から半分ずつ受けつぐ|父親からだけ受けつぐ|母親からだけ受けつぐ|両親のどちらからも受けつがない,有性生殖では、子は両親の染色体を半分ずつ受けつぎます。,active,,,中3|染色体と遺伝,
bio_growth_057,biology,遺伝の規則性,有性生殖,1,choice,有性生殖でできた子の形質は、何によって決まるか。,受けついだ染色体にふくまれる遺伝子,受けついだ染色体にふくまれる遺伝子|染色体の数だけ|生殖細胞の大きさ|受精卵の大きさ,有性生殖でできた子の形質は、受けついだ染色体にふくまれる遺伝子によって決まります。,active,,,中3|染色体と遺伝,
bio_growth_058,biology,遺伝の規則性,無性生殖,1,choice,無性生殖では、子の染色体数は親と比べてどうなるか。,同じ,同じ|半分になる|2倍になる|4倍になる,無性生殖では体細胞分裂によって子ができるため、染色体数は親と同じです。,active,,,中3|染色体と遺伝,
bio_growth_059,biology,遺伝の規則性,無性生殖,1,choice,無性生殖でできた子の形質が親と全く同じになるのはなぜか。,子の中にある遺伝子が親と全く同じになるから,子の中にある遺伝子が親と全く同じになるから|親の遺伝子を半分だけ受けつぐから|受精によって遺伝子が混ざるから|染色体数が半分になるから,無性生殖では、子の中にある遺伝子が親と全く同じになるため、子に現れる形質も親と同じになります。,active,,,中3|染色体と遺伝,
bio_growth_060,biology,遺伝の規則性,クローン,1,choice,無性生殖で生まれ、同一の遺伝子をもつ個体の集団を何というか。,クローン,クローン|純系|胚|生殖細胞,無性生殖で生まれ、同一の遺伝子をもつ個体の集団をクローンといいます。,active,,,中3|染色体と遺伝,
bio_growth_061,biology,遺伝の規則性,有性生殖・無性生殖,2,choice,染色体の受けつがれ方として正しい組み合わせはどれか。,有性生殖では両親から半分ずつ、無性生殖では親と同じ,有性生殖では両親から半分ずつ、無性生殖では親と同じ|有性生殖では親と同じ、無性生殖では両親から半分ずつ|どちらも染色体数は半分になる|どちらも両親から半分ずつ受けつぐ,有性生殖と無性生殖では、染色体の受けつがれ方が異なります。,active,,,中3|染色体と遺伝,
bio_growth_062,biology,遺伝の規則性,遺伝,1,choice,親の形質が子や孫に伝わることを何というか。,遺伝,遺伝|発生|受精|生殖,親の形質が子や孫に伝わることを遺伝といいます。,active,,,中3|染色体と遺伝,
bio_growth_063,biology,遺伝の規則性,メンデル,1,choice,エンドウを使って遺伝の実験を行い、遺伝の規則性を発見した人物は誰か。,メンデル,メンデル|ダーウィン|フック|パスカル,19世紀の中ごろ、オーストリアのメンデルがエンドウを使った実験から遺伝の規則性を発見しました。,active,,,中3|染色体と遺伝,
bio_growth_064,biology,遺伝の規則性,メンデル,1,choice,メンデルが遺伝の規則性を調べる実験に使った植物は何か。,エンドウ,エンドウ|アサガオ|タンポポ|ジャガイモ,メンデルはエンドウを使って遺伝の実験を行いました。,active,,,中3|染色体と遺伝,
bio_growth_065,biology,遺伝の規則性,純系,1,choice,自家受粉によって親、子、孫と代を重ねても、その形質がすべて親と同じであるものを何というか。,純系,純系|クローン|胚|生殖細胞,自家受粉によって代を重ねても同じ形質が現れるものを純系といいます。,active,,,中3|染色体と遺伝,
bio_growth_066,biology,遺伝の規則性,自家受粉,1,choice,同じ個体の花粉が、その個体のめしべについて受粉することを何というか。,自家受粉,自家受粉|受精|栄養生殖|減数分裂,同じ個体の中で行われる受粉を自家受粉といいます。,active,,,中3|染色体と遺伝,
bio_growth_067,biology,遺伝の規則性,対立形質,1,choice,エンドウの種子の丸形としわ形のように、どちらか一方しか現れない形質どうしを何というか。,対立形質,対立形質|顕性形質|潜性形質|純系,どちらか一方しか現れない形質どうしを対立形質といいます。,active,,,中3|染色体と遺伝,
bio_growth_068,biology,遺伝の規則性,分離の法則,1,choice,対になっている遺伝子が、減数分裂のときに分かれて別々の生殖細胞に入ることを何というか。,分離の法則,分離の法則|体細胞分裂|受精|発生,対になっている遺伝子が減数分裂のときに分かれて別々の生殖細胞に入ることを、分離の法則といいます。,active,,,中3|染色体と遺伝,
bio_growth_069,biology,遺伝の規則性,分離の法則,2,choice,対になっている遺伝子Aとaをもつ個体が生殖細胞をつくるとき、1つの生殖細胞に入る遺伝子はどうなるか。,Aまたはaのどちらか一方,Aまたはaのどちらか一方|必ずAとaの両方|必ずAだけ|遺伝子は入らない,分離の法則により、対になっている遺伝子は分かれて別々の生殖細胞に入ります。,active,,,中3|染色体と遺伝,
bio_growth_070,biology,遺伝の規則性,顕性形質・潜性形質,1,choice,対立形質をもつ純系の親どうしをかけ合わせたとき、子に現れる形質を何というか。,顕性形質,顕性形質|潜性形質|対立形質|純系,子に現れる形質を顕性形質といいます。,active,,,中3|染色体と遺伝,
bio_growth_071,biology,遺伝の規則性,顕性形質・潜性形質,1,choice,対立形質をもつ純系の親どうしをかけ合わせたとき、子に現れない形質を何というか。,潜性形質,潜性形質|顕性形質|対立形質|純系,子に現れない形質を潜性形質といいます。,active,,,中3|染色体と遺伝,
bio_growth_072,biology,遺伝の規則性,遺伝の規則性,2,choice,丸形の純系のエンドウと、しわ形の純系のエンドウをかけ合わせたところ、子がすべて丸形になった。この場合の顕性形質はどれか。,丸形,丸形|しわ形|両方|どちらでもない,子に現れた丸形が顕性形質です。,active,,,中3|染色体と遺伝,
bio_growth_073,biology,遺伝の規則性,遺伝の規則性,2,choice,丸形の純系としわ形の純系をかけ合わせたところ、子がすべて丸形になった。この場合の潜性形質はどれか。,しわ形,しわ形|丸形|両方|どちらでもない,子に現れなかったしわ形が潜性形質です。,active,,,中3|染色体と遺伝,
bio_growth_074,biology,遺伝の規則性,遺伝子,1,choice,丸形を決める遺伝子をA、しわ形を決める遺伝子をaとすると、丸形の純系の遺伝子の組み合わせはどれか。,AA,AA|Aa|aa|A,丸形の純系の遺伝子の組み合わせはAAです。,active,,,中3|染色体と遺伝,
bio_growth_075,biology,遺伝の規則性,遺伝子,1,choice,丸形を決める遺伝子をA、しわ形を決める遺伝子をaとすると、しわ形の純系の遺伝子の組み合わせはどれか。,aa,aa|AA|Aa|a,しわ形の純系の遺伝子の組み合わせはaaです。,active,,,中3|染色体と遺伝,
bio_growth_076,biology,遺伝の規則性,遺伝の規則性,2,choice,丸形の純系AAとしわ形の純系aaをかけ合わせたとき、子の遺伝子の組み合わせはどれか。,Aa,Aa|AA|aa|Aまたはa,親からAとaを1つずつ受けつぐため、子はAaになります。,active,,,中3|染色体と遺伝,
bio_growth_077,biology,遺伝の規則性,遺伝の規則性,2,choice,Aが丸形の顕性遺伝子、aがしわ形の潜性遺伝子のとき、Aaの個体に現れる形質はどれか。,丸形,丸形|しわ形|両方同時|どちらも現れない,Aによる丸形が顕性形質なので、Aaでは丸形が現れます。,active,,,中3|染色体と遺伝,
bio_growth_078,biology,遺伝の規則性,分離の法則,2,choice,遺伝子の組み合わせがAaの個体が減数分裂によって生殖細胞をつくるとき、できる生殖細胞がもつ遺伝子はどれか。,Aまたはa,Aまたはa|必ずAa|必ずAA|必ずaa,分離の法則によってAとaは分かれ、Aまたはaをもつ生殖細胞ができます。,active,,,中3|染色体と遺伝,
bio_growth_079,biology,遺伝の規則性,遺伝の規則性,2,choice,Aaの個体を自家受粉させたとき、子孫にできる遺伝子の組み合わせはどれか。,AA、Aa、aa,AA、Aa、aa|AAだけ|Aaだけ|aaだけ,Aとaをもつ生殖細胞の組み合わせにより、AA、Aa、aaができます。,active,,,中3|染色体と遺伝,
bio_growth_080,biology,遺伝の規則性,遺伝の規則性,2,choice,Aが丸形の顕性遺伝子、aがしわ形の潜性遺伝子のとき、Aaの個体を自家受粉させると、子孫に現れる丸形としわ形の個体数の比はおよそいくつか。,3：1,3：1|1：1|1：3|2：1,AAとAaは丸形、aaはしわ形になるため、丸形：しわ形はおよそ3：1になります。,active,,,中3|染色体と遺伝,
bio_growth_081,biology,遺伝の規則性,遺伝の規則性,2,choice,Aaの個体を自家受粉させたとき、遺伝子の組み合わせAA：Aa：aaの比はどれか。,1：2：1,1：2：1|3：1|1：1：1|2：1：1,AA、Aa、Aa、aaの4通りになるため、AA：Aa：aa＝1：2：1です。,active,,,中3|染色体と遺伝,
bio_growth_082,biology,遺伝の規則性,遺伝の規則性,2,choice,Aが丸形の顕性遺伝子、aがしわ形の潜性遺伝子のとき、丸形になる遺伝子の組み合わせはどれか。,AAとAa,AAとAa|aaだけ|AAだけ|Aaとaa,AAとAaでは顕性形質である丸形が現れます。,active,,,中3|遺伝の規則性,
bio_growth_083,biology,遺伝の規則性,遺伝の規則性,2,choice,Aが丸形の顕性遺伝子、aがしわ形の潜性遺伝子のとき、しわ形になる遺伝子の組み合わせはどれか。,aa,aa|AA|Aa|AAとAa,潜性形質であるしわ形は、遺伝子の組み合わせがaaのときに現れます。,active,,,中3|遺伝の規則性,
bio_growth_084,biology,遺伝の規則性,遺伝の規則性,2,choice,丸形の純系AAとしわ形の純系aaをかけ合わせたとき、子がすべて丸形になる理由として正しいものはどれか。,子はすべてAaとなり、丸形が顕性形質だから,子はすべてAaとなり、丸形が顕性形質だから|子はすべてAAになるから|子はすべてaaになるから|しわ形の遺伝子aがなくなるから,子は親からAとaを1つずつ受けついでAaとなり、顕性形質である丸形が現れます。,active,,,中3|遺伝の規則性,
bio_growth_085,biology,遺伝の規則性,遺伝の規則性,2,choice,遺伝子の組み合わせがAaの個体が丸形になるのはなぜか。,丸形が顕性形質だから,丸形が顕性形質だから|しわ形の遺伝子aがなくなるから|Aとaがどちらも丸形を表すから|減数分裂が起こらないから,Aaでは顕性形質である丸形が現れ、潜性形質であるしわ形は現れません。,active,,,中3|遺伝の規則性,
bio_growth_086,biology,遺伝の規則性,遺伝の規則性,2,choice,Aaの個体を自家受粉させたとき、子孫4個体の遺伝子の組み合わせとして最も適切なものはどれか。,AA、Aa、Aa、aa,AA、Aa、Aa、aa|AA、AA、Aa、Aa|Aa、Aa、aa、aa|AA、AA、aa、aa,Aとaをもつ生殖細胞どうしの組み合わせから、AA、Aa、Aa、aaができます。,active,,,中3|遺伝の規則性,
bio_growth_087,biology,遺伝の規則性,遺伝の規則性,2,choice,Aaの個体を自家受粉させたとき、子孫4個体の形質として最も適切なものはどれか。,丸形3、しわ形1,丸形3、しわ形1|丸形2、しわ形2|丸形1、しわ形3|すべて丸形,AA、Aa、Aaは丸形、aaはしわ形なので、丸形：しわ形はおよそ3：1になります。,active,,,中3|遺伝の規則性,
bio_growth_088,biology,遺伝の規則性,遺伝の規則性,2,choice,丸形の純系AAとしわ形の純系aaをかけ合わせ、その子を自家受粉させた。孫にしわ形が現れるのはなぜか。,子Aaがもつaが分離して、aaの組み合わせができるから,子Aaがもつaが分離して、aaの組み合わせができるから|子の世代でaがなくなるから|丸形の遺伝子Aがすべて消えるから|受精すると必ずしわ形になるから,子Aaは潜性遺伝子aももっており、分離の法則によってaをもつ生殖細胞ができるため、孫にaaが生じることがあります。,active,,,中3|遺伝の規則性,
bio_growth_089,biology,遺伝の規則性,DNA,1,choice,遺伝子の本体である物質を何というか。,DNA（デオキシリボ核酸）,DNA（デオキシリボ核酸）|RNA|タンパク質|デンプン,DNA（デオキシリボ核酸）は遺伝子の本体である物質です。,active,,,中3|遺伝の規則性,
bio_growth_090,biology,遺伝の規則性,DNA,1,choice,DNAは何という物質の略称か。,デオキシリボ核酸,デオキシリボ核酸|リボ核酸|アミノ酸|デオキシリボ糖,DNAはデオキシリボ核酸の略称です。,active,,,中3|遺伝の規則性,
bio_growth_091,biology,遺伝の規則性,遺伝子,1,choice,生物の形や性質などの形質を決めるものを何というか。,遺伝子,遺伝子|受精卵|生殖細胞|胚,染色体には形質を決める遺伝子があります。,active,,,中3|遺伝の規則性,
bio_growth_092,biology,遺伝の規則性,遺伝子,2,choice,染色体・遺伝子・DNAの関係として正しいものはどれか。,染色体には遺伝子があり、遺伝子の本体はDNAである,染色体には遺伝子があり、遺伝子の本体はDNAである|遺伝子の中に染色体があり、染色体の本体はDNAである|DNAの中には遺伝子が存在しない|染色体と遺伝子とDNAには関係がない,染色体には形質を決める遺伝子があり、遺伝子の本体である物質がDNAです。,active,,,中3|遺伝の規則性,
bio_growth_093,biology,遺伝の規則性,遺伝子の利用,1,choice,遺伝子に関する研究成果の利用例として、教材に示されているものはどれか。,品種改良や医薬品の開発,品種改良や医薬品の開発|天気予報だけ|地震の発生時刻の予測|惑星の観測,遺伝子に関する研究成果は、品種改良や医薬品の開発などに利用されています。,active,,,中3|遺伝の規則性,
bio_growth_094,biology,遺伝の規則性,遺伝子の利用,1,choice,遺伝子に関する研究成果は、品種改良や医薬品の開発のほか、何に利用されているか。,病気の治療や診断,病気の治療や診断|天気の観測|地震の予知だけ|火山の形成,遺伝子に関する研究成果は、病気の治療や診断などにも利用されています。,active,,,中3|遺伝の規則性,
bio_growth_095,biology,遺伝の規則性,総合,2,choice,有性生殖で親から子へ遺伝子が受けつがれる流れとして正しいものはどれか。,減数分裂で生殖細胞ができる→受精する→両親の遺伝子を受けついだ子ができる,減数分裂で生殖細胞ができる→受精する→両親の遺伝子を受けついだ子ができる|体細胞分裂で染色体数が半分になる→受精せずに子ができる|受精してから減数分裂が起こる→親と同じ遺伝子だけをもつ子ができる|染色体がなくなる→受精する,有性生殖では、減数分裂で染色体数が半分になった生殖細胞ができ、それらが受精することで両親の遺伝子を受けつぎます。,active,,,中3|遺伝の規則性,
bio_growth_096,biology,遺伝の規則性,総合,2,choice,有性生殖と無性生殖での遺伝子の受けつがれ方として正しいものはどれか。,有性生殖では両親から受けつぎ、無性生殖では親と同じ遺伝子を受けつぐ,有性生殖では両親から受けつぎ、無性生殖では親と同じ遺伝子を受けつぐ|どちらも必ず両親から半分ずつ受けつぐ|無性生殖では遺伝子を受けつがない|有性生殖では遺伝子を受けつがない,有性生殖では両親から遺伝子を受けつぎ、無性生殖では親と同じ遺伝子をもつ子ができます。,active,,,中3|遺伝の規則性,
bio_growth_097,biology,遺伝の規則性,総合,2,choice,「減数分裂」「分離の法則」「受精」の関係として正しいものはどれか。,減数分裂で対になった遺伝子が分かれて生殖細胞に入り、受精によって再び組み合わされる,減数分裂で対になった遺伝子が分かれて生殖細胞に入り、受精によって再び組み合わされる|受精によって遺伝子がすべて分かれ、減数分裂でなくなる|体細胞分裂によって遺伝子が半分になり、受精では変化しない|減数分裂でも受精でも遺伝子の組み合わせは変化しない,減数分裂では対になった遺伝子が分かれて生殖細胞に入り、受精によって父母由来の遺伝子が組み合わされます。,active,,,中3|遺伝の規則性,
bio_growth_098,biology,生物の多様性と進化,脊椎動物の歴史,1,choice,化石が発見される地層の年代から、最初に現れたと考えられている脊椎動物のグループは何類か。,魚類,魚類|両生類|ハチュウ類|哺乳類,脊椎動物では、最初に魚類が現れたと考えられています。,active,,,中3|生物の多様性と進化,
bio_growth_099,biology,生物の多様性と進化,脊椎動物の歴史,1,choice,魚類の次に現れたと考えられている脊椎動物のグループは何類か。,両生類,両生類|ハチュウ類|鳥類|哺乳類,魚類の後に両生類が現れたと考えられています。,active,,,中3|生物の多様性と進化,
bio_growth_100,biology,生物の多様性と進化,脊椎動物の歴史,1,choice,魚類、両生類の後に現れたと考えられている脊椎動物のグループは何類か。,ハチュウ類,ハチュウ類|魚類|両生類|哺乳類,魚類、両生類の後にハチュウ類が現れたと考えられています。,active,,,中3|生物の多様性と進化,
bio_growth_101,biology,生物の多様性と進化,脊椎動物の歴史,1,choice,ハチュウ類が現れた後に現れたと考えられている脊椎動物のグループの組み合わせはどれか。,哺乳類と鳥類,哺乳類と鳥類|魚類と両生類|魚類とハチュウ類|両生類と魚類,ハチュウ類の後に哺乳類や鳥類が現れたと考えられています。,active,,,中3|生物の多様性と進化,
bio_growth_102,biology,生物の多様性と進化,脊椎動物の歴史,2,choice,脊椎動物が現れた順序として正しいものはどれか。,魚類→両生類→ハチュウ類→哺乳類・鳥類,魚類→両生類→ハチュウ類→哺乳類・鳥類|両生類→魚類→ハチュウ類→鳥類・哺乳類|ハチュウ類→両生類→魚類→鳥類・哺乳類|哺乳類→鳥類→ハチュウ類→魚類,化石が発見される地層の年代から、このような順序で現れたと考えられています。,active,,,中3|生物の多様性と進化,
bio_growth_103,biology,生物の多様性と進化,進化,1,choice,生物のからだの特徴が、長い年月の間に代を重ねて変化することを何というか。,進化,進化|遺伝|発生|生殖,生物のからだの特徴が、長い年月の間に代を重ねて変化することを進化といいます。,active,,,中3|生物の多様性と進化,
bio_growth_104,biology,生物の多様性と進化,脊椎動物の進化,1,choice,脊椎動物は、水中生活をする何類から、陸上生活に適したグループへと進化してきたと考えられているか。,魚類,魚類|鳥類|哺乳類|ハチュウ類,脊椎動物は、水中生活をする魚類から陸上生活に適したグループへと進化してきたと考えられています。,active,,,中3|生物の多様性と進化,
bio_growth_105,biology,生物の多様性と進化,魚類と両生類,1,choice,魚類と両生類の両方の特徴をもつ生物として、教材に示されているものはどれか。,イクチオステガ,イクチオステガ|始祖鳥|メンデル|ミカヅキモ,イクチオステガは、魚類と両生類の両方の特徴をもつ生物として示されています。,active,,,中3|生物の多様性と進化,
bio_growth_106,biology,生物の多様性と進化,魚類と両生類,1,choice,イクチオステガがもつ魚類の特徴として、教材に示されているものはどれか。,ひれのような骨,ひれのような骨|羽毛|毛|殻のある卵,イクチオステガには、魚類に見られる特徴が残っています。,active,,,中3|生物の多様性と進化,
bio_growth_107,biology,生物の多様性と進化,魚類と両生類,1,choice,イクチオステガがもつ両生類の特徴として、教材に示されているものはどれか。,4本のあし,4本のあし|羽毛|毛|翼,イクチオステガには4本のあしがあり、両生類の特徴が見られます。,active,,,中3|生物の多様性と進化,
bio_growth_108,biology,生物の多様性と進化,魚類と両生類,2,choice,イクチオステガが魚類と両生類の両方の特徴をもつことから、両生類は何類から進化したと考えられるか。,魚類,魚類|鳥類|哺乳類|ハチュウ類,魚類と両生類の両方の特徴をもつ生物がいたことから、両生類は魚類から進化したと考えられています。,active,,,中3|生物の多様性と進化,
bio_growth_109,biology,生物の多様性と進化,陸上生活への適応,1,choice,両生類が水辺をはなれて生活することが難しい理由として正しいものはどれか。,体表が乾燥に弱く、殻のない卵を水中にうむから,体表が乾燥に弱く、殻のない卵を水中にうむから|体表が羽毛でおおわれているから|殻のある卵を陸上にうむから|胎生だから,両生類は体表が乾燥に弱く、殻のない卵を水中にうむため、水辺をはなれて生活することが難しいと考えられます。,active,,,中3|生物の多様性と進化,
bio_growth_110,biology,生物の多様性と進化,陸上生活への適応,1,choice,ハチュウ類の体表は何でおおわれているか。,うろこ,うろこ|羽毛|毛|しめった皮膚,ハチュウ類の体表は乾燥に強いうろこでおおわれています。,active,,,中3|生物の多様性と進化,
bio_growth_111,biology,生物の多様性と進化,陸上生活への適応,1,choice,ハチュウ類がうむ卵の特徴として正しいものはどれか。,殻がある,殻がある|殻がない|必ず水中でふ化する|卵をうまない,ハチュウ類は殻のある卵をうみます。,active,,,中3|生物の多様性と進化,
bio_growth_112,biology,生物の多様性と進化,陸上生活への適応,2,choice,ハチュウ類が両生類より陸上生活に適している理由として正しいものはどれか。,乾燥に強いうろこをもち、殻のある卵をうむから,乾燥に強いうろこをもち、殻のある卵をうむから|しめった皮膚をもち、殻のない卵を水中にうむから|えらだけで呼吸するから|ひれだけで移動するから,ハチュウ類は乾燥に強い体表と殻のある卵をもつことで、陸上生活に適応しています。,active,,,中3|生物の多様性と進化,
bio_growth_113,biology,生物の多様性と進化,鳥類の進化,1,choice,ハチュウ類と鳥類の両方の特徴をもつ化石として知られている生物は何か。,始祖鳥,始祖鳥|イクチオステガ|エンドウ|ミカヅキモ,始祖鳥はハチュウ類と鳥類の両方の特徴をもつ化石として知られています。,active,,,中3|生物の多様性と進化,
bio_growth_114,biology,生物の多様性と進化,始祖鳥,1,choice,始祖鳥がもつ鳥類の特徴として、教材に示されているものはどれか。,羽毛,羽毛|歯|つめ|長い尾,始祖鳥には羽毛があり、鳥類の特徴をもっています。,active,,,中3|生物の多様性と進化,
bio_growth_115,biology,生物の多様性と進化,始祖鳥,1,choice,始祖鳥がもつハチュウ類の特徴として、教材に示されているものはどれか。,歯がある,歯がある|羽毛がある|毛でおおわれる|ひれがある,始祖鳥には歯があり、ハチュウ類の特徴をもっています。,active,,,中3|生物の多様性と進化,
bio_growth_116,biology,生物の多様性と進化,始祖鳥,1,choice,始祖鳥がもつハチュウ類の特徴として正しいものはどれか。,つめがある,つめがある|毛がある|ひれがある|えらがある,始祖鳥にはつめがあり、ハチュウ類の特徴をもっています。,active,,,中3|生物の多様性と進化,
bio_growth_117,biology,生物の多様性と進化,始祖鳥,1,choice,始祖鳥がもつハチュウ類の特徴として、歯やつめのほかに教材に示されているものはどれか。,尾がある,尾がある|毛がある|ひれがある|えらがある,始祖鳥には尾があり、ハチュウ類の特徴をもっています。,active,,,中3|生物の多様性と進化,
bio_growth_118,biology,生物の多様性と進化,鳥類の進化,2,choice,始祖鳥がハチュウ類と鳥類の両方の特徴をもつことから、鳥類は何類から進化したと考えられるか。,ハチュウ類,ハチュウ類|魚類|両生類|哺乳類,始祖鳥のような化石から、鳥類はハチュウ類から進化したと考えられています。,active,,,中3|生物の多様性と進化,
bio_growth_119,biology,生物の多様性と進化,脊椎動物の特徴,1,choice,魚類の運動器官は何か。,ひれ,ひれ|あし|翼|毛,魚類の運動器官はひれです。,active,,,中3|生物の多様性と進化,
bio_growth_120,biology,生物の多様性と進化,脊椎動物の特徴,1,choice,魚類の呼吸器官は何か。,えら,えら|肺|気管|皮膚だけ,魚類はえらで呼吸します。,active,,,中3|生物の多様性と進化,
bio_growth_121,biology,生物の多様性と進化,脊椎動物の特徴,1,choice,両生類の成体の運動器官は何か。,あし,あし|ひれ|翼|毛,両生類の成体にはあしがあります。,active,,,中3|生物の多様性と進化,
bio_growth_122,biology,生物の多様性と進化,脊椎動物の特徴,1,choice,両生類の成体の呼吸器官として、教材に示されているものはどれか。,肺,肺|えら|ひれ|翼,教材では、両生類の成体は肺で呼吸することが示されています。,active,,,中3|生物の多様性と進化,
bio_growth_123,biology,生物の多様性と進化,脊椎動物の特徴,1,choice,ハチュウ類・鳥類・哺乳類に共通する呼吸器官はどれか。,肺,肺|えら|ひれ|羽毛,ハチュウ類・鳥類・哺乳類は肺で呼吸します。,active,,,中3|生物の多様性と進化,
bio_growth_124,biology,生物の多様性と進化,脊椎動物の特徴,1,choice,魚類と両生類の子のうまれ方として共通するものはどれか。,殻のない卵,殻のない卵|殻のある卵|胎生|分裂,魚類と両生類は殻のない卵をうみます。,active,,,中3|生物の多様性と進化,
bio_growth_125,biology,生物の多様性と進化,脊椎動物の特徴,1,choice,ハチュウ類と鳥類の子のうまれ方として共通するものはどれか。,殻のある卵,殻のある卵|殻のない卵|胎生|分裂,ハチュウ類と鳥類は殻のある卵をうみます。,active,,,中3|生物の多様性と進化,
bio_growth_126,biology,生物の多様性と進化,脊椎動物の特徴,1,choice,哺乳類の子のうまれ方として、教材に示されているものはどれか。,胎生,胎生|殻のある卵|殻のない卵|分裂,教材では、哺乳類の子のうまれ方は胎生と示されています。,active,,,中3|生物の多様性と進化,
bio_growth_127,biology,生物の多様性と進化,脊椎動物の特徴,1,choice,魚類の体表は何でおおわれているか。,うろこ,うろこ|羽毛|毛|しめった皮膚,魚類の体表はうろこでおおわれています。,active,,,中3|生物の多様性と進化,
bio_growth_128,biology,生物の多様性と進化,脊椎動物の特徴,1,choice,両生類の体表の特徴として正しいものはどれか。,しめった皮膚,しめった皮膚|うろこ|羽毛|毛,両生類の体表はしめった皮膚です。,active,,,中3|生物の多様性と進化,
